瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),瘤搁柯档(∑C)
131,没林,2024-10-27 05:00,14.3,,78,13.6
131,没林,2024-10-27 06:00,14.3,,80,13.9
131,没林,2024-10-27 07:00,14.4,,80,14.1
131,没林,2024-10-27 08:00,14.3,,79,15.3
131,没林,2024-10-27 09:00,15.3,,77,16.5
131,没林,2024-10-27 10:00,16.2,,75,17.5
131,没林,2024-10-27 11:00,16.8,,72,18.6
131,没林,2024-10-27 12:00,17.7,,68,19.6
131,没林,2024-10-27 13:00,19.3,,65,23.6
131,没林,2024-10-27 14:00,19.4,,66,22
131,没林,2024-10-27 15:00,19.4,,63,21.1
131,没林,2024-10-27 16:00,19.2,,66,19.7
131,没林,2024-10-27 17:00,18.8,,69,18.3
131,没林,2024-10-27 18:00,18.3,0,72,17.7
131,没林,2024-10-27 19:00,17.7,0,73,17.2
131,没林,2024-10-27 20:00,15.6,1,81,16.3
131,没林,2024-10-27 21:00,15.3,0,81,16.1
131,没林,2024-10-27 22:00,15.5,,77,15.8
131,没林,2024-10-27 23:00,15,,82,15.3
131,没林,2024-10-28 00:00,14.6,,84,14.8
131,没林,2024-10-28 01:00,14.3,,86,14.7
131,没林,2024-10-28 02:00,14.6,,85,15.1
131,没林,2024-10-28 03:00,14.4,,86,15.1
131,没林,2024-10-28 04:00,14,,87,15
131,没林,2024-10-28 05:00,13.6,,88,14.3
131,没林,2024-10-28 06:00,13.8,,86,14.8
131,没林,2024-10-28 07:00,13.5,,89,14.8
131,没林,2024-10-28 08:00,13.6,,88,15.3
131,没林,2024-10-28 09:00,14,,88,18.1
131,没林,2024-10-28 10:00,15,,82,19.6
131,没林,2024-10-28 11:00,16.1,,75,21.7
131,没林,2024-10-28 12:00,16.8,,71,21.7
131,没林,2024-10-28 13:00,17.2,,70,19.5
131,没林,2024-10-28 14:00,17.5,,70,19.3
131,没林,2024-10-28 15:00,18.5,,66,20.8
131,没林,2024-10-28 16:00,18.5,,67,19
131,没林,2024-10-28 17:00,18.5,,61,17.6
131,没林,2024-10-28 18:00,17.9,,65,16.7
131,没林,2024-10-28 19:00,17.7,,65,16.3
131,没林,2024-10-28 20:00,17.5,,62,16.1
131,没林,2024-10-28 21:00,17,,61,15.3
131,没林,2024-10-28 22:00,16.2,,61,14.8
131,没林,2024-10-28 23:00,16.1,,60,14.6
131,没林,2024-10-29 00:00,15.6,,60,14.1
131,没林,2024-10-29 01:00,15.3,,59,14.1
131,没林,2024-10-29 02:00,15,,60,13.6
131,没林,2024-10-29 03:00,14.8,,59,13.6
131,没林,2024-10-29 04:00,14.6,,57,13.7
131,没林,2024-10-29 05:00,14.3,,58,13.1
131,没林,2024-10-29 06:00,13.6,,61,12.3
131,没林,2024-10-29 07:00,13.3,,65,12.5
131,没林,2024-10-29 08:00,13.9,,64,14.3
131,没林,2024-10-29 09:00,15.1,,57,15.8
131,没林,2024-10-29 10:00,16.3,,54,17
131,没林,2024-10-29 11:00,17.2,0,53,18.8
131,没林,2024-10-29 12:00,18.1,0,51,19.8
131,没林,2024-10-29 13:00,19.2,0,45,23.1
131,没林,2024-10-29 14:00,19.6,,47,23.2
131,没林,2024-10-29 15:00,20.1,,46,24
131,没林,2024-10-29 16:00,19.8,,49,20.3
131,没林,2024-10-29 17:00,19.1,,51,17.6
131,没林,2024-10-29 18:00,18.2,,57,15.6
131,没林,2024-10-29 19:00,17.5,,62,15.6
131,没林,2024-10-29 20:00,17.3,,65,15.6
131,没林,2024-10-29 21:00,16.3,,69,14.5
131,没林,2024-10-29 22:00,15.6,,72,14.6
131,没林,2024-10-29 23:00,14.6,,76,13.6
131,没林,2024-10-30 00:00,14.5,,78,13.1
131,没林,2024-10-30 01:00,13.1,,83,12.6
131,没林,2024-10-30 02:00,13.3,,83,13
131,没林,2024-10-30 03:00,13,,84,12.3
131,没林,2024-10-30 04:00,12.6,,85,12.6
131,没林,2024-10-30 05:00,12.5,,85,12.5
131,没林,2024-10-30 06:00,12.3,,86,12.3
131,没林,2024-10-30 07:00,12.1,,86,12.1
131,没林,2024-10-30 08:00,12.8,,84,13.3
131,没林,2024-10-30 09:00,14,,79,17.6
131,没林,2024-10-30 10:00,15.8,,72,22
131,没林,2024-10-30 11:00,17.6,,66,25.6
131,没林,2024-10-30 12:00,19.1,,56,27
131,没林,2024-10-30 13:00,20,,51,28.4
131,没林,2024-10-30 14:00,21,,48,27.6
131,没林,2024-10-30 15:00,21.7,,43,26
131,没林,2024-10-30 16:00,21.2,,37,20.9
131,没林,2024-10-30 17:00,20.7,,37,17.5
131,没林,2024-10-30 18:00,19.2,,47,15.6
131,没林,2024-10-30 19:00,17.9,,57,14.8
131,没林,2024-10-30 20:00,16.8,,62,14.1
131,没林,2024-10-30 21:00,16.3,,62,13.7
131,没林,2024-10-30 22:00,15.6,,66,13.3
131,没林,2024-10-30 23:00,14.6,,72,12.8
131,没林,2024-10-31 00:00,13.7,,76,12.3
131,没林,2024-10-31 01:00,13,,78,12
131,没林,2024-10-31 02:00,12.3,,79,11.5
131,没林,2024-10-31 03:00,11.3,,83,11.3
131,没林,2024-10-31 04:00,11.3,,83,11
131,没林,2024-10-31 05:00,11.6,,82,10.8
131,没林,2024-10-31 06:00,10.6,,84,10.5
131,没林,2024-10-31 07:00,10.8,,83,10.6
131,没林,2024-10-31 08:00,11.5,,82,11.7
131,没林,2024-10-31 09:00,12.9,,76,16.4
131,没林,2024-10-31 10:00,15.9,,65,22.6
131,没林,2024-10-31 11:00,18.1,,56,26.1
131,没林,2024-10-31 12:00,20.6,,49,27.8
131,没林,2024-10-31 13:00,21.2,,45,29
131,没林,2024-10-31 14:00,21.8,,45,29
131,没林,2024-10-31 15:00,22.2,,39,27.1
131,没林,2024-10-31 16:00,22.4,,37,22.2
131,没林,2024-10-31 17:00,21.2,,39,18.2
131,没林,2024-10-31 18:00,19.7,,44,15.8
131,没林,2024-10-31 19:00,18.2,,53,14.8
131,没林,2024-10-31 20:00,17.2,,58,14.1
131,没林,2024-10-31 21:00,16.3,,64,13.6
131,没林,2024-10-31 22:00,15.3,,68,13.3
131,没林,2024-10-31 23:00,14.1,,74,13.1
131,没林,2024-11-01 00:00,14,,77,13.1
131,没林,2024-11-01 01:00,14.1,,75,13.3
131,没林,2024-11-01 02:00,13.6,,76,13.1
131,没林,2024-11-01 03:00,13.6,,78,13.3
131,没林,2024-11-01 04:00,13.3,,77,13.5
131,没林,2024-11-01 05:00,13.3,,77,13.5
131,没林,2024-11-01 06:00,13.5,,77,13.8
131,没林,2024-11-01 07:00,13,,81,13.9
131,没林,2024-11-01 08:00,13,,80,13.8
131,没林,2024-11-01 09:00,13.4,.6,84,14.3
131,没林,2024-11-01 10:00,13.5,,85,15.1
131,没林,2024-11-01 11:00,13.1,,86,15.1
131,没林,2024-11-01 12:00,13.3,1.6,88,15.6
131,没林,2024-11-01 13:00,14.6,,85,17.7
131,没林,2024-11-01 14:00,15.2,,81,18
131,没林,2024-11-01 15:00,15.5,,80,17.3
131,没林,2024-11-01 16:00,15.6,,76,16.6
131,没林,2024-11-01 17:00,15.5,,77,15.6
131,没林,2024-11-01 18:00,15.1,,78,14.8
131,没林,2024-11-01 19:00,15.3,,75,14.8
131,没林,2024-11-01 20:00,14.8,,76,14.5
131,没林,2024-11-01 21:00,14.6,,76,14.3
131,没林,2024-11-01 22:00,14.8,,72,14.3
131,没林,2024-11-01 23:00,14.6,,73,14.5
131,没林,2024-11-02 00:00,15.1,,71,14.5
131,没林,2024-11-02 01:00,15.3,,67,14.3
131,没林,2024-11-02 02:00,13.6,,83,14.3
131,没林,2024-11-02 03:00,13.3,.3,88,14.3
131,没林,2024-11-02 04:00,13.3,,90,14.5
131,没林,2024-11-02 05:00,13.7,,87,14.6
131,没林,2024-11-02 06:00,14.1,.5,80,14.6
131,没林,2024-11-02 07:00,14.8,,74,14.6
131,没林,2024-11-02 08:00,15.1,,72,15.1
131,没林,2024-11-02 09:00,15.6,,72,17
131,没林,2024-11-02 10:00,18.1,,63,23.3
131,没林,2024-11-02 11:00,20,,55,26.3
131,没林,2024-11-02 12:00,21.3,,52,28.4
131,没林,2024-11-02 13:00,23,,47,29
131,没林,2024-11-02 14:00,23,,46,28
131,没林,2024-11-02 15:00,23.6,,46,26.2
131,没林,2024-11-02 16:00,23.7,,45,22.1
131,没林,2024-11-02 17:00,23,,48,19.3
131,没林,2024-11-02 18:00,21.6,,53,17.4
131,没林,2024-11-02 19:00,20.2,,57,16.3
131,没林,2024-11-02 20:00,19,,63,15.6
131,没林,2024-11-02 21:00,18.7,,66,15.6
131,没林,2024-11-02 22:00,17.5,,72,15.3
131,没林,2024-11-02 23:00,16.7,,73,14.5
131,没林,2024-11-03 00:00,16.2,,76,14.3
131,没林,2024-11-03 01:00,15.6,,78,13.8
131,没林,2024-11-03 02:00,14.7,,83,13.2
131,没林,2024-11-03 03:00,13.9,,85,12.8
131,没林,2024-11-03 04:00,13.5,,85,12.3
131,没林,2024-11-03 05:00,13.4,,83,12
131,没林,2024-11-03 06:00,12.6,,85,11.8
131,没林,2024-11-03 07:00,12.6,,84,12
131,没林,2024-11-03 08:00,13.2,,81,13.1
131,没林,2024-11-03 09:00,15.1,,73,18.4
131,没林,2024-11-03 10:00,17.3,,64,23.2
131,没林,2024-11-03 11:00,19.7,,52,26.4
131,没林,2024-11-03 12:00,21,,48,27.8
131,没林,2024-11-03 13:00,22.1,,47,28.7
131,没林,2024-11-03 14:00,22.6,,43,28.2
131,没林,2024-11-03 15:00,23.1,,42,26.9
131,没林,2024-11-03 16:00,22.6,,46,22
131,没林,2024-11-03 17:00,21.8,,50,19.3
131,没林,2024-11-03 18:00,20.3,,60,17.6
131,没林,2024-11-03 19:00,19.2,,65,16.2
131,没林,2024-11-03 20:00,18.3,,68,15.5
131,没林,2024-11-03 21:00,17.4,,73,15.3
131,没林,2024-11-03 22:00,16.4,,74,14.4
131,没林,2024-11-03 23:00,15.8,,77,13.8
131,没林,2024-11-04 00:00,15.3,,79,13.3
131,没林,2024-11-04 01:00,14.8,,80,13.1
131,没林,2024-11-04 02:00,14.6,,82,13.1
131,没林,2024-11-04 03:00,14.5,,82,13.6
131,没林,2024-11-04 04:00,14.5,,82,14.3
131,没林,2024-11-04 05:00,14.8,,81,14.7
131,没林,2024-11-04 06:00,15.3,,79,15.1
131,没林,2024-11-04 07:00,15.3,,81,15.1
131,没林,2024-11-04 08:00,15.3,,84,15.8
131,没林,2024-11-04 09:00,16.2,,80,17.9
131,没林,2024-11-04 10:00,17.2,,77,19.8
131,没林,2024-11-04 11:00,18.7,,73,23.9
131,没林,2024-11-04 12:00,20.3,,59,24.4
131,没林,2024-11-04 13:00,20.7,,42,23.4
131,没林,2024-11-04 14:00,20.9,,35,25.5
131,没林,2024-11-04 15:00,20.3,,24,24.4
131,没林,2024-11-04 16:00,18.8,,28,18.9
131,没林,2024-11-04 17:00,17.2,,37,15.5
131,没林,2024-11-04 18:00,15.8,,46,13.8
131,没林,2024-11-04 19:00,14.6,,58,12.8
131,没林,2024-11-04 20:00,13.3,,60,12
131,没林,2024-11-04 21:00,12.5,,58,11.3
131,没林,2024-11-04 22:00,12.1,,52,10.6
131,没林,2024-11-04 23:00,11.6,,54,10.1
131,没林,2024-11-05 00:00,10.8,,58,10
131,没林,2024-11-05 01:00,10.3,,56,10.1
131,没林,2024-11-05 02:00,10.2,,54,10
131,没林,2024-11-05 03:00,9.6,,56,9.8
131,没林,2024-11-05 04:00,9.3,,56,9.6
131,没林,2024-11-05 05:00,9,,61,9.6
131,没林,2024-11-05 06:00,8.8,,63,9.4
131,没林,2024-11-05 07:00,8.6,,63,9.6
131,没林,2024-11-05 08:00,8.8,,64,10.3
131,没林,2024-11-05 09:00,10.1,,61,13.9
131,没林,2024-11-05 10:00,11.4,,54,19.3
131,没林,2024-11-05 11:00,12.6,,48,23.1
131,没林,2024-11-05 12:00,14.4,,43,25.6
131,没林,2024-11-05 13:00,14.4,,41,26
131,没林,2024-11-05 14:00,15.1,,39,25.4
131,没林,2024-11-05 15:00,15,,41,22.9
131,没林,2024-11-05 16:00,14.4,,41,17.8
131,没林,2024-11-05 17:00,13.3,,47,13.9
131,没林,2024-11-05 18:00,12,,48,11.6
131,没林,2024-11-05 19:00,11.1,,46,10.3
131,没林,2024-11-05 20:00,10.3,,44,9.5
131,没林,2024-11-05 21:00,9.6,,29,8.3
131,没林,2024-11-05 22:00,9,,30,7.5
131,没林,2024-11-05 23:00,8.4,,31,7
131,没林,2024-11-06 00:00,8.3,,33,6.5
131,没林,2024-11-06 01:00,8.3,,36,6.5
131,没林,2024-11-06 02:00,7.6,,40,6.4
131,没林,2024-11-06 03:00,7.3,,43,6
131,没林,2024-11-06 04:00,7,,45,5.8
131,没林,2024-11-06 05:00,6,,52,5.5
131,没林,2024-11-06 06:00,5,,63,5.5
131,没林,2024-11-06 07:00,4.7,,65,5
131,没林,2024-11-06 08:00,5.5,,62,6.5
131,没林,2024-11-06 09:00,7.9,,54,11.7
131,没林,2024-11-06 10:00,9.9,,36,17.6
131,没林,2024-11-06 11:00,11.2,,31,21.4
131,没林,2024-11-06 12:00,12.7,,26,24.6
131,没林,2024-11-06 13:00,13.2,,32,25.4
131,没林,2024-11-06 14:00,13.3,,28,24.8
131,没林,2024-11-06 15:00,13.1,,26,22.5
131,没林,2024-11-06 16:00,12.9,,26,16.6
131,没林,2024-11-06 17:00,11.5,,31,12.3
131,没林,2024-11-06 18:00,10,,40,10
131,没林,2024-11-06 19:00,9.1,,46,8.8
131,没林,2024-11-06 20:00,8.5,,49,8.1
131,没林,2024-11-06 21:00,8.3,,49,7.5
131,没林,2024-11-06 22:00,7.7,,54,7
131,没林,2024-11-06 23:00,6.8,,59,6.5
131,没林,2024-11-07 00:00,6,,63,6
131,没林,2024-11-07 01:00,5.1,,66,5.5
131,没林,2024-11-07 02:00,4.4,,71,5
131,没林,2024-11-07 03:00,4,,72,4.9
131,没林,2024-11-07 04:00,3.1,,75,4.6
131,没林,2024-11-07 05:00,2.5,,78,4.4
131,没林,2024-11-07 06:00,2.6,,75,4.3
131,没林,2024-11-07 07:00,2,,76,4
131,没林,2024-11-07 08:00,3.4,,69,5.4
131,没林,2024-11-07 09:00,4.9,,63,10.7
131,没林,2024-11-07 10:00,6.6,,58,16.4
131,没林,2024-11-07 11:00,8.7,,51,21.3
131,没林,2024-11-07 12:00,11.8,,40,24.6
131,没林,2024-11-07 13:00,13.5,,37,26
131,没林,2024-11-07 14:00,14.8,,31,25.6
131,没林,2024-11-07 15:00,15.6,,27,23.3
131,没林,2024-11-07 16:00,15.7,,29,17.5
131,没林,2024-11-07 17:00,14.8,,32,13.3
131,没林,2024-11-07 18:00,13.6,,33,10.7
131,没林,2024-11-07 19:00,12.1,,42,9.5
131,没林,2024-11-07 20:00,11,,46,8.6
131,没林,2024-11-07 21:00,9.3,,54,8
131,没林,2024-11-07 22:00,9,,58,7.5
131,没林,2024-11-07 23:00,8.2,,59,7.1
131,没林,2024-11-08 00:00,7.2,,64,6.8
131,没林,2024-11-08 01:00,6.6,,69,6.5
131,没林,2024-11-08 02:00,5.9,,72,6.1
131,没林,2024-11-08 03:00,5.5,,75,6
131,没林,2024-11-08 04:00,5.8,,68,6
131,没林,2024-11-08 05:00,4.8,,73,5.8
131,没林,2024-11-08 06:00,5.1,,71,6
131,没林,2024-11-08 07:00,4.4,,74,5.8
131,没林,2024-11-08 08:00,5.1,,71,6.8
131,没林,2024-11-08 09:00,7.2,,66,11.9
131,没林,2024-11-08 10:00,9.6,,60,17.7
131,没林,2024-11-08 11:00,12.8,,51,22.1
131,没林,2024-11-08 12:00,14.2,,50,24.6
131,没林,2024-11-08 13:00,16.7,,46,26.6
131,没林,2024-11-08 14:00,17.4,,45,25.9
131,没林,2024-11-08 15:00,18.1,,44,24.1
131,没林,2024-11-08 16:00,18.2,,44,19.1
131,没林,2024-11-08 17:00,17,,48,15
131,没林,2024-11-08 18:00,16,,53,12.8
131,没林,2024-11-08 19:00,14.5,,57,12.3
131,没林,2024-11-08 20:00,13.8,,59,11.6
131,没林,2024-11-08 21:00,13.3,,62,11.1
131,没林,2024-11-08 22:00,13.1,,58,11.1
131,没林,2024-11-08 23:00,12.7,,62,11.6
131,没林,2024-11-09 00:00,12.3,,67,11.1
131,没林,2024-11-09 01:00,11.2,,71,9.7
131,没林,2024-11-09 02:00,10.3,,74,9
131,没林,2024-11-09 03:00,10,,77,8.6
131,没林,2024-11-09 04:00,9.5,,80,8.3
131,没林,2024-11-09 05:00,9.1,,80,8.1
131,没林,2024-11-09 06:00,9,,79,8.3
131,没林,2024-11-09 07:00,8.6,,81,8.8
131,没林,2024-11-09 08:00,8.8,,80,9.3
131,没林,2024-11-09 09:00,10.5,,73,13.6
131,没林,2024-11-09 10:00,12.6,,69,19
131,没林,2024-11-09 11:00,15.8,,59,23.7
131,没林,2024-11-09 12:00,17.6,,55,26.6
131,没林,2024-11-09 13:00,18.7,,50,28.1
131,没林,2024-11-09 14:00,19,,46,24.1
131,没林,2024-11-09 15:00,19.5,,46,22.5
131,没林,2024-11-09 16:00,18.8,,47,18.7
131,没林,2024-11-09 17:00,18.3,,49,16.7
131,没林,2024-11-09 18:00,17.2,,52,14.1
131,没林,2024-11-09 19:00,16.7,,55,12.6
131,没林,2024-11-09 20:00,14.7,,62,12.1
131,没林,2024-11-09 21:00,13.6,,68,11.3
131,没林,2024-11-09 22:00,13.1,,70,10.8
131,没林,2024-11-09 23:00,12.6,,72,10.5
131,没林,2024-11-10 00:00,12.3,,73,10.8
131,没林,2024-11-10 01:00,11.6,,75,11
131,没林,2024-11-10 02:00,11.8,,75,11
131,没林,2024-11-10 03:00,11.5,,76,11
131,没林,2024-11-10 04:00,11.8,,75,10.8
131,没林,2024-11-10 05:00,10.8,,79,10.5
131,没林,2024-11-10 06:00,10.9,,80,10.8
131,没林,2024-11-10 07:00,10.9,,79,11.1
131,没林,2024-11-10 08:00,11.1,,79,11.6
131,没林,2024-11-10 09:00,11.6,,77,13
131,没林,2024-11-10 10:00,13.9,,70,17.6
131,没林,2024-11-10 11:00,15.4,,64,23.3
131,没林,2024-11-10 12:00,17.5,,57,24
131,没林,2024-11-10 13:00,18.2,,56,21
131,没林,2024-11-10 14:00,19.7,,47,26.4
131,没林,2024-11-10 15:00,20.3,,41,24.7
131,没林,2024-11-10 16:00,20.4,,41,19.9
131,没林,2024-11-10 17:00,18.8,,48,16.2
131,没林,2024-11-10 18:00,17.5,,47,13.9
131,没林,2024-11-10 19:00,16.6,,52,12.8
131,没林,2024-11-10 20:00,15.3,,57,11.7
131,没林,2024-11-10 21:00,14.6,,60,11.1
131,没林,2024-11-10 22:00,13.8,,66,10.8
131,没林,2024-11-10 23:00,12.6,,71,10.3
131,没林,2024-11-11 00:00,12.1,,74,9.8
131,没林,2024-11-11 01:00,11,,77,9.3
131,没林,2024-11-11 02:00,10.6,,81,9.1
131,没林,2024-11-11 03:00,10.5,,79,9
131,没林,2024-11-11 04:00,9.8,,83,8.8
131,没林,2024-11-11 05:00,9.4,,84,8.4
131,没林,2024-11-11 06:00,9.4,,84,8.3
131,没林,2024-11-11 07:00,8.8,,86,8.1
131,没林,2024-11-11 08:00,9.7,,83,9.5
131,没林,2024-11-11 09:00,11.2,,77,13.8
131,没林,2024-11-11 10:00,13.6,,69,19
131,没林,2024-11-11 11:00,15.7,,63,22.9
131,没林,2024-11-11 12:00,17.3,,58,25.9
131,没林,2024-11-11 13:00,18.9,,44,27.7
131,没林,2024-11-11 14:00,20.4,,44,27.8
131,没林,2024-11-11 15:00,21.2,,41,25.5
131,没林,2024-11-11 16:00,20.9,,43,20.3
131,没林,2024-11-11 17:00,19.7,,45,16.7
131,没林,2024-11-11 18:00,18.2,,49,14.3
131,没林,2024-11-11 19:00,16.7,,57,13.3
131,没林,2024-11-11 20:00,15.8,,60,12.6
131,没林,2024-11-11 21:00,15.1,,64,12.1
131,没林,2024-11-11 22:00,14.6,,68,11.6
131,没林,2024-11-11 23:00,13.6,,72,11.5
131,没林,2024-11-12 00:00,13.3,,73,11.6
131,没林,2024-11-12 01:00,12.6,,76,11.1
131,没林,2024-11-12 02:00,12.8,,74,11.8
131,没林,2024-11-12 03:00,12.7,,75,12
131,没林,2024-11-12 04:00,12.8,,78,12.3
131,没林,2024-11-12 05:00,12.6,,77,11.8
131,没林,2024-11-12 06:00,12.6,,77,12
131,没林,2024-11-12 07:00,12.6,,77,12
131,没林,2024-11-12 08:00,12.8,,78,12
131,没林,2024-11-12 09:00,14.2,,74,15.2
131,没林,2024-11-12 10:00,15.4,,65,20
131,没林,2024-11-12 11:00,16.8,,56,23.6
131,没林,2024-11-12 12:00,18.2,,37,26.9
131,没林,2024-11-12 13:00,18.8,,31,28.2
131,没林,2024-11-12 14:00,19.6,,31,27.5
131,没林,2024-11-12 15:00,19.1,,34,25.2
131,没林,2024-11-12 16:00,19.1,,30,19.5
131,没林,2024-11-12 17:00,17.3,,35,15.4
131,没林,2024-11-12 18:00,15.8,,50,13.3
131,没林,2024-11-12 19:00,15.1,,58,12.5
131,没林,2024-11-12 20:00,14.5,,65,12
131,没林,2024-11-12 21:00,14,,65,11.3
131,没林,2024-11-12 22:00,13.3,,69,10.6
131,没林,2024-11-12 23:00,11.8,,74,10
131,没林,2024-11-13 00:00,11.3,,76,9.5
131,没林,2024-11-13 01:00,10.1,,79,9
131,没林,2024-11-13 02:00,10,,81,8.7
131,没林,2024-11-13 03:00,9.3,,82,8.3
131,没林,2024-11-13 04:00,8.8,,83,7.9
131,没林,2024-11-13 05:00,8.6,,84,7.6
131,没林,2024-11-13 06:00,8.6,,85,7.9
131,没林,2024-11-13 07:00,8.3,,85,8
131,没林,2024-11-13 08:00,9.1,,81,9.1
131,没林,2024-11-13 09:00,10.6,,75,13.4
131,没林,2024-11-13 10:00,12.9,,66,18.9
131,没林,2024-11-13 11:00,15.6,,57,23.3
131,没林,2024-11-13 12:00,18.1,,52,26.8
131,没林,2024-11-13 13:00,20.4,,44,27
131,没林,2024-11-13 14:00,20.7,,42,24.9
131,没林,2024-11-13 15:00,20.5,,36,23.6
131,没林,2024-11-13 16:00,20.8,,36,19.5
131,没林,2024-11-13 17:00,19.7,,41,16.2
131,没林,2024-11-13 18:00,18.2,,49,14.3
131,没林,2024-11-13 19:00,17.4,,52,14.1
131,没林,2024-11-13 20:00,16.2,,58,13
131,没林,2024-11-13 21:00,15.5,,61,11.8
131,没林,2024-11-13 22:00,14.7,,65,11.5
131,没林,2024-11-13 23:00,14,,68,11.1
131,没林,2024-11-14 00:00,15,,62,11.8
131,没林,2024-11-14 01:00,13.8,,68,12.1
131,没林,2024-11-14 02:00,13.8,,69,12
131,没林,2024-11-14 03:00,13.1,,72,10.8
131,没林,2024-11-14 04:00,12.3,,76,10.8
131,没林,2024-11-14 05:00,12.5,,75,11.1
131,没林,2024-11-14 06:00,12,,76,10.1
131,没林,2024-11-14 07:00,11.5,,79,10
131,没林,2024-11-14 08:00,12.6,,75,11.7
131,没林,2024-11-14 09:00,13.4,,73,13.6
131,没林,2024-11-14 10:00,14.6,,67,15.3
131,没林,2024-11-14 11:00,16.7,,58,16.8
131,没林,2024-11-14 12:00,17.6,,51,18.1
131,没林,2024-11-14 13:00,19.3,,45,25.3
131,没林,2024-11-14 14:00,19.7,,46,23.8
131,没林,2024-11-14 15:00,19.5,,47,19.3
131,没林,2024-11-14 16:00,18.7,,51,17.2
131,没林,2024-11-14 17:00,17.7,,60,15.8
131,没林,2024-11-14 18:00,17.5,0,62,15.3
131,没林,2024-11-14 19:00,16.6,,67,14.5
131,没林,2024-11-14 20:00,16.5,,65,14.6
131,没林,2024-11-14 21:00,16,0,67,14.3
131,没林,2024-11-14 22:00,15.3,,68,13.5
131,没林,2024-11-14 23:00,15.1,,68,13
131,没林,2024-11-15 00:00,14.8,,74,13
131,没林,2024-11-15 01:00,14.5,,74,13.5
131,没林,2024-11-15 02:00,14.3,,77,13.6
131,没林,2024-11-15 03:00,14.1,0,79,13.6
131,没林,2024-11-15 04:00,13.8,,79,13.6
131,没林,2024-11-15 05:00,13.7,,84,13.6
131,没林,2024-11-15 06:00,13.3,1.5,86,13.8
131,没林,2024-11-15 07:00,13.1,,87,13.5
131,没林,2024-11-15 08:00,13.1,,87,13.6
131,没林,2024-11-15 09:00,13.5,1.3,86,14.6
131,没林,2024-11-15 10:00,14.2,,84,17.2
131,没林,2024-11-15 11:00,15.8,,77,20.2
131,没林,2024-11-15 12:00,17.4,,63,21.3
131,没林,2024-11-15 13:00,19,,56,21
131,没林,2024-11-15 14:00,19.4,,59,26.1
131,没林,2024-11-15 15:00,21.5,,35,23.5
131,没林,2024-11-15 16:00,20.9,,36,18.3
131,没林,2024-11-15 17:00,19.5,,42,15.6
131,没林,2024-11-15 18:00,18.3,,48,14.1
131,没林,2024-11-15 19:00,17.6,,52,13.5
131,没林,2024-11-15 20:00,17.2,,53,13.1
131,没林,2024-11-15 21:00,16.8,,55,12.6
131,没林,2024-11-15 22:00,15.2,,64,12.1
131,没林,2024-11-15 23:00,14.1,,71,11.8
131,没林,2024-11-16 00:00,13.8,,72,11.6
131,没林,2024-11-16 01:00,13,,78,11.3
131,没林,2024-11-16 02:00,12.9,,79,11.1
131,没林,2024-11-16 03:00,13.6,,77,12.6
131,没林,2024-11-16 04:00,13.1,,79,12.1
131,没林,2024-11-16 05:00,12.8,,81,12.3
131,没林,2024-11-16 06:00,13.3,,80,12.8
131,没林,2024-11-16 07:00,12.8,,82,11.3
131,没林,2024-11-16 08:00,13.4,,79,11.9
131,没林,2024-11-16 09:00,15.2,,72,16.2
131,没林,2024-11-16 10:00,18,,65,22
131,没林,2024-11-16 11:00,18.7,,61,24.1
131,没林,2024-11-16 12:00,21.1,,54,26.9
131,没林,2024-11-16 13:00,22.9,,40,27.7
131,没林,2024-11-16 14:00,22.8,,40,27
131,没林,2024-11-16 15:00,23.1,,40,25
131,没林,2024-11-16 16:00,22.8,,42,20.3
131,没林,2024-11-16 17:00,21.7,,50,18.3
131,没林,2024-11-16 18:00,20.7,,57,17.5
131,没林,2024-11-16 19:00,19.6,,66,17.2
131,没林,2024-11-16 20:00,18,,78,17
131,没林,2024-11-16 21:00,17.2,.2,83,16.8
131,没林,2024-11-16 22:00,15.7,,87,16.2
131,没林,2024-11-16 23:00,15.7,,88,16.1
131,没林,2024-11-17 00:00,15.6,1.7,88,15.6
131,没林,2024-11-17 01:00,15.6,,84,15.5
131,没林,2024-11-17 02:00,15.3,,77,14.8
131,没林,2024-11-17 03:00,14.8,,74,14.3
131,没林,2024-11-17 04:00,13.9,,73,13.5
131,没林,2024-11-17 05:00,13.1,,71,13
131,没林,2024-11-17 06:00,12.1,,71,12.3
131,没林,2024-11-17 07:00,11.5,,64,11.8
131,没林,2024-11-17 08:00,10.8,,60,11.3
131,没林,2024-11-17 09:00,10,,53,11.5
131,没林,2024-11-17 10:00,9.8,,47,11.3
131,没林,2024-11-17 11:00,10,,46,12.9
131,没林,2024-11-17 12:00,9.8,,41,13.1
131,没林,2024-11-17 13:00,9.9,,38,13.6
131,没林,2024-11-17 14:00,10.3,,35,14.5
131,没林,2024-11-17 15:00,9.6,,35,13.6
131,没林,2024-11-17 16:00,9.2,,36,11.8
131,没林,2024-11-17 17:00,8.3,,37,8.6
131,没林,2024-11-17 18:00,7.9,,36,7.1
131,没林,2024-11-17 19:00,7.6,,37,6.6
131,没林,2024-11-17 20:00,7.3,,36,6
131,没林,2024-11-17 21:00,6.6,,36,5.5
131,没林,2024-11-17 22:00,5.7,,36,5
131,没林,2024-11-17 23:00,5,,34,4.3
131,没林,2024-11-18 00:00,4.3,,35,3.7
