瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),瘤搁柯档(∑C)
131,没林,2024-01-01 00:00,3.9,,80,3.2
131,没林,2024-01-01 01:00,3.3,,82,2.6
131,没林,2024-01-01 02:00,2.7,,86,1.7
131,没林,2024-01-01 03:00,2.2,,88,1
131,没林,2024-01-01 04:00,1.1,,90,.2
131,没林,2024-01-01 05:00,.1,,93,.7
131,没林,2024-01-01 06:00,.3,,94,1.2
131,没林,2024-01-01 07:00,-.3,,94,1.3
131,没林,2024-01-01 08:00,-.5,,95,1.3
131,没林,2024-01-01 09:00,-.2,,95,2.2
131,没林,2024-01-01 10:00,.1,,95,3.3
131,没林,2024-01-01 11:00,.6,,94,5
131,没林,2024-01-01 12:00,1.8,,90,7.6
131,没林,2024-01-01 13:00,3.8,,77,12.1
131,没林,2024-01-01 14:00,5.4,,75,12.1
131,没林,2024-01-01 15:00,7,,67,11.3
131,没林,2024-01-01 16:00,7,,66,8.5
131,没林,2024-01-01 17:00,6.8,,63,6.5
131,没林,2024-01-01 18:00,6.8,,63,5.5
131,没林,2024-01-01 19:00,6.5,,63,4.8
131,没林,2024-01-01 20:00,6,,69,4.4
131,没林,2024-01-01 21:00,5.5,,73,4.3
131,没林,2024-01-01 22:00,5.2,,75,4.4
131,没林,2024-01-01 23:00,5.4,,73,4.3
131,没林,2024-01-02 00:00,5,,75,4.1
131,没林,2024-01-02 01:00,4.9,,75,4
131,没林,2024-01-02 02:00,4.7,,76,4
131,没林,2024-01-02 03:00,4.6,,74,3.9
131,没林,2024-01-02 04:00,4.5,,75,3.7
131,没林,2024-01-02 05:00,4.4,,74,3.5
131,没林,2024-01-02 06:00,4.1,,76,3.5
131,没林,2024-01-02 07:00,4.2,,76,3.5
131,没林,2024-01-02 08:00,4.3,,76,3.5
131,没林,2024-01-02 09:00,4.5,0,75,3.9
131,没林,2024-01-02 10:00,4.5,,77,4.5
131,没林,2024-01-02 11:00,4.7,,78,5.5
131,没林,2024-01-02 12:00,5.7,0,67,8
131,没林,2024-01-02 13:00,5.6,,71,7
131,没林,2024-01-02 14:00,5.9,,68,7.1
131,没林,2024-01-02 15:00,5.9,,66,6.9
131,没林,2024-01-02 16:00,5.5,,66,6.1
131,没林,2024-01-02 17:00,5,,66,5
131,没林,2024-01-02 18:00,4.4,,67,3.7
131,没林,2024-01-02 19:00,4.3,,67,3.7
131,没林,2024-01-02 20:00,3.7,,65,2.5
131,没林,2024-01-02 21:00,3.5,,67,2.5
131,没林,2024-01-02 22:00,3.2,,68,2
131,没林,2024-01-02 23:00,2.9,,70,1.7
131,没林,2024-01-03 00:00,2.5,,69,1.8
131,没林,2024-01-03 01:00,2.4,,72,1.8
131,没林,2024-01-03 02:00,2.4,,68,1.8
131,没林,2024-01-03 03:00,2.2,,70,1.8
131,没林,2024-01-03 04:00,2.2,,71,2
131,没林,2024-01-03 05:00,2.2,,69,2.2
131,没林,2024-01-03 06:00,2.2,,71,2.2
131,没林,2024-01-03 07:00,1.7,,76,1.8
131,没林,2024-01-03 08:00,1.7,,76,2
131,没林,2024-01-03 09:00,2,,72,2.5
131,没林,2024-01-03 10:00,2.4,,72,3.5
131,没林,2024-01-03 11:00,3.4,,70,6
131,没林,2024-01-03 12:00,4.7,,61,9.3
131,没林,2024-01-03 13:00,4.3,,65,6.6
131,没林,2024-01-03 14:00,4,,73,7.3
131,没林,2024-01-03 15:00,4.9,0,65,6.9
131,没林,2024-01-03 16:00,3.2,,82,5
131,没林,2024-01-03 17:00,3.4,,82,3.9
131,没林,2024-01-03 18:00,2,1.9,86,3.2
131,没林,2024-01-03 19:00,2,,86,2.2
131,没林,2024-01-03 20:00,2.2,,84,1.8
131,没林,2024-01-03 21:00,2.2,0,82,1.7
131,没林,2024-01-03 22:00,1.7,,80,.5
131,没林,2024-01-03 23:00,1.5,,77,.4
131,没林,2024-01-04 00:00,.6,,76,.3
131,没林,2024-01-04 01:00,.3,,69,0
131,没林,2024-01-04 02:00,.3,,67,-.6
131,没林,2024-01-04 03:00,-.6,,75,-1.4
131,没林,2024-01-04 04:00,-.9,,79,-2
131,没林,2024-01-04 05:00,-1.3,,83,-2.5
131,没林,2024-01-04 06:00,-1.9,,85,-2.8
131,没林,2024-01-04 07:00,-1.7,,84,-3
131,没林,2024-01-04 08:00,-1.9,,81,-2.8
131,没林,2024-01-04 09:00,-1.5,,83,-.5
131,没林,2024-01-04 10:00,.1,,79,.1
131,没林,2024-01-04 11:00,1.6,,75,3.2
131,没林,2024-01-04 12:00,3.7,,58,10.3
131,没林,2024-01-04 13:00,4.1,,54,11.6
131,没林,2024-01-04 14:00,5.3,,52,11.9
131,没林,2024-01-04 15:00,5.7,,54,9.5
131,没林,2024-01-04 16:00,5.6,,54,6.6
131,没林,2024-01-04 17:00,5.5,,55,3.7
131,没林,2024-01-04 18:00,5,,57,3.2
131,没林,2024-01-04 19:00,4.6,,58,1.7
131,没林,2024-01-04 20:00,4,,61,1.2
131,没林,2024-01-04 21:00,2.9,,66,.4
131,没林,2024-01-04 22:00,2.9,,67,.5
131,没林,2024-01-04 23:00,2.8,,69,.6
131,没林,2024-01-05 00:00,2.7,,70,.6
131,没林,2024-01-05 01:00,2,,75,.6
131,没林,2024-01-05 02:00,1.8,,76,.4
131,没林,2024-01-05 03:00,1.6,,77,.3
131,没林,2024-01-05 04:00,1.9,,77,.2
131,没林,2024-01-05 05:00,1.3,,79,.2
131,没林,2024-01-05 06:00,1.7,,79,.4
131,没林,2024-01-05 07:00,2.4,,78,.5
131,没林,2024-01-05 08:00,3,,77,.8
131,没林,2024-01-05 09:00,4,,75,1.3
131,没林,2024-01-05 10:00,4.5,,75,2.5
131,没林,2024-01-05 11:00,5.1,,76,4
131,没林,2024-01-05 12:00,6.4,,73,7.3
131,没林,2024-01-05 13:00,8,,69,9.2
131,没林,2024-01-05 14:00,9.3,,65,10.3
131,没林,2024-01-05 15:00,9.6,,62,9.3
131,没林,2024-01-05 16:00,9.6,,62,7.4
131,没林,2024-01-05 17:00,9.1,,65,5.5
131,没林,2024-01-05 18:00,8.3,,61,4.1
131,没林,2024-01-05 19:00,7.7,,63,3.5
131,没林,2024-01-05 20:00,7.1,,65,2.7
131,没林,2024-01-05 21:00,5.6,,73,1.8
131,没林,2024-01-05 22:00,4.6,,78,1.3
131,没林,2024-01-05 23:00,4.1,,77,1
131,没林,2024-01-06 00:00,3,,82,.6
131,没林,2024-01-06 01:00,3,,75,.4
131,没林,2024-01-06 02:00,2.2,,76,.2
131,没林,2024-01-06 03:00,1.7,,75,.1
131,没林,2024-01-06 04:00,1.5,,74,0
131,没林,2024-01-06 05:00,1.1,,73,-.5
131,没林,2024-01-06 06:00,.3,,75,-.9
131,没林,2024-01-06 07:00,0,,76,-1.3
131,没林,2024-01-06 08:00,-.3,,75,-1.5
131,没林,2024-01-06 09:00,.5,,70,-.3
131,没林,2024-01-06 10:00,1.6,,57,.8
131,没林,2024-01-06 11:00,3.2,,50,8.4
131,没林,2024-01-06 12:00,3.8,,36,11.5
131,没林,2024-01-06 13:00,4.8,,33,12.1
131,没林,2024-01-06 14:00,5.2,,33,10.8
131,没林,2024-01-06 15:00,5.6,,35,9.1
131,没林,2024-01-06 16:00,5,,32,5.2
131,没林,2024-01-06 17:00,4.4,,35,2.7
131,没林,2024-01-06 18:00,3.5,,43,1
131,没林,2024-01-06 19:00,2.7,,44,.6
131,没林,2024-01-06 20:00,2,,47,.4
131,没林,2024-01-06 21:00,2,0,50,.8
131,没林,2024-01-06 22:00,.9,,71,.6
131,没林,2024-01-06 23:00,.4,,83,.4
131,没林,2024-01-07 00:00,.2,.2,83,.3
131,没林,2024-01-07 01:00,0,,79,.4
131,没林,2024-01-07 02:00,.2,,73,.3
131,没林,2024-01-07 03:00,-.7,0,69,.1
131,没林,2024-01-07 04:00,-1.3,,66,-.2
131,没林,2024-01-07 05:00,-1.5,,63,-.5
131,没林,2024-01-07 06:00,-1.7,,68,-.5
131,没林,2024-01-07 07:00,-2,,69,-1.2
131,没林,2024-01-07 08:00,-2.1,,63,-1.3
131,没林,2024-01-07 09:00,-2,,47,-.5
131,没林,2024-01-07 10:00,-1.8,,40,.1
131,没林,2024-01-07 11:00,-1.2,,38,1.9
131,没林,2024-01-07 12:00,-.4,,38,7.6
131,没林,2024-01-07 13:00,.8,,39,9.5
131,没林,2024-01-07 14:00,-.3,,43,5.6
131,没林,2024-01-07 15:00,-.3,,45,5
131,没林,2024-01-07 16:00,-1.4,,55,1.9
131,没林,2024-01-07 17:00,-1.6,,52,.4
131,没林,2024-01-07 18:00,-2.1,0,53,-.2
131,没林,2024-01-07 19:00,-2.6,,51,-1
131,没林,2024-01-07 20:00,-3.3,,48,-1.8
131,没林,2024-01-07 21:00,-4,,49,-2
131,没林,2024-01-07 22:00,-4.4,,49,-2.3
131,没林,2024-01-07 23:00,-4.9,,52,-2.5
131,没林,2024-01-08 00:00,-5.1,,52,-2.8
131,没林,2024-01-08 01:00,-5.6,,53,-3
131,没林,2024-01-08 02:00,-6.2,,55,-3.3
131,没林,2024-01-08 03:00,-6.5,,57,-3.3
131,没林,2024-01-08 04:00,-6.8,,58,-3.5
131,没林,2024-01-08 05:00,-7,,59,-3.8
131,没林,2024-01-08 06:00,-7,,58,-3.8
131,没林,2024-01-08 07:00,-7.1,,54,-4
131,没林,2024-01-08 08:00,-7.2,,59,-3.8
131,没林,2024-01-08 09:00,-6.3,,60,-1.8
131,没林,2024-01-08 10:00,-4.7,,55,0
131,没林,2024-01-08 11:00,-3.7,,50,3
131,没林,2024-01-08 12:00,-2.8,,40,4.9
131,没林,2024-01-08 13:00,-1.4,,30,5.7
131,没林,2024-01-08 14:00,-.7,,31,5.5
131,没林,2024-01-08 15:00,.3,,31,4.3
131,没林,2024-01-08 16:00,.8,,29,1.1
131,没林,2024-01-08 17:00,.1,,31,.2
131,没林,2024-01-08 18:00,-.3,,36,0
131,没林,2024-01-08 19:00,-1.2,,39,-1.3
131,没林,2024-01-08 20:00,-1.9,,42,-1.7
131,没林,2024-01-08 21:00,-2,,39,-2
131,没林,2024-01-08 22:00,-2.3,,38,-2.3
131,没林,2024-01-08 23:00,-2.6,,46,-2.1
131,没林,2024-01-09 00:00,-3,,49,-1.8
131,没林,2024-01-09 01:00,-3,,48,-2
131,没林,2024-01-09 02:00,-3,,50,-1.4
131,没林,2024-01-09 03:00,-2.8,,60,-1.1
131,没林,2024-01-09 04:00,-2.6,,58,-.9
131,没林,2024-01-09 05:00,-2.3,,52,-.9
131,没林,2024-01-09 06:00,-2,,54,-.9
131,没林,2024-01-09 07:00,-1.8,,55,-.7
131,没林,2024-01-09 08:00,-1.3,,57,-.9
131,没林,2024-01-09 09:00,-.7,0,58,-.4
131,没林,2024-01-09 10:00,.5,,57,0
131,没林,2024-01-09 11:00,1.7,,55,2.2
131,没林,2024-01-09 12:00,2.2,0,56,1.4
131,没林,2024-01-09 13:00,1.5,,60,.6
131,没林,2024-01-09 14:00,.2,,83,.4
131,没林,2024-01-09 15:00,.4,.5,84,1
131,没林,2024-01-09 16:00,.2,,87,.2
131,没林,2024-01-09 17:00,.4,,89,.2
131,没林,2024-01-09 18:00,.7,.8,89,.4
131,没林,2024-01-09 19:00,.6,,89,.3
131,没林,2024-01-09 20:00,.8,,91,.4
131,没林,2024-01-09 21:00,.8,1.1,91,.5
131,没林,2024-01-09 22:00,.6,,91,.4
131,没林,2024-01-09 23:00,.4,,90,.5
131,没林,2024-01-10 00:00,.5,.6,91,.6
131,没林,2024-01-10 01:00,.3,,91,.6
131,没林,2024-01-10 02:00,.6,,91,.6
131,没林,2024-01-10 03:00,.2,.2,89,.6
131,没林,2024-01-10 04:00,-.4,,88,.5
131,没林,2024-01-10 05:00,-.4,,85,.3
131,没林,2024-01-10 06:00,-.3,,83,.2
131,没林,2024-01-10 07:00,-.7,,85,.1
131,没林,2024-01-10 08:00,-.7,,79,.1
131,没林,2024-01-10 09:00,-1,,80,.4
131,没林,2024-01-10 10:00,-.5,,78,.8
131,没林,2024-01-10 11:00,-.2,,75,2.3
131,没林,2024-01-10 12:00,-.1,,80,3
131,没林,2024-01-10 13:00,.2,,76,4
131,没林,2024-01-10 14:00,.3,,74,4
131,没林,2024-01-10 15:00,.4,,74,3.7
131,没林,2024-01-10 16:00,.3,,75,3.2
131,没林,2024-01-10 17:00,-.1,,75,2.2
131,没林,2024-01-10 18:00,-.2,,76,1.5
131,没林,2024-01-10 19:00,-.4,,76,1.1
131,没林,2024-01-10 20:00,-.5,,77,.8
131,没林,2024-01-10 21:00,-.8,,79,.8
131,没林,2024-01-10 22:00,-.9,,80,.6
131,没林,2024-01-10 23:00,-.9,,76,.3
131,没林,2024-01-11 00:00,-1,,77,.2
131,没林,2024-01-11 01:00,-1,,75,.3
131,没林,2024-01-11 02:00,-1.8,,78,.1
131,没林,2024-01-11 03:00,-1.7,,78,.2
131,没林,2024-01-11 04:00,-2,,79,.1
131,没林,2024-01-11 05:00,-2.3,,77,0
131,没林,2024-01-11 06:00,-2.6,,79,0
131,没林,2024-01-11 07:00,-1.9,,76,0
131,没林,2024-01-11 08:00,-1.8,,76,-.2
131,没林,2024-01-11 09:00,-1.3,,74,0
131,没林,2024-01-11 10:00,-.5,,74,.3
131,没林,2024-01-11 11:00,.5,,71,2.5
131,没林,2024-01-11 12:00,1.7,,68,6.4
131,没林,2024-01-11 13:00,2.7,,63,7.3
131,没林,2024-01-11 14:00,3.3,,63,7
131,没林,2024-01-11 15:00,3.9,,62,6.9
131,没林,2024-01-11 16:00,3.9,,63,5.1
131,没林,2024-01-11 17:00,3.9,,65,3.8
131,没林,2024-01-11 18:00,4,,65,2.9
131,没林,2024-01-11 19:00,4,,66,2.7
131,没林,2024-01-11 20:00,4,,67,2.7
131,没林,2024-01-11 21:00,3.8,,69,2.4
131,没林,2024-01-11 22:00,3.2,,73,.6
131,没林,2024-01-11 23:00,3,,74,1.2
131,没林,2024-01-12 00:00,3.4,,74,2
131,没林,2024-01-12 01:00,3.2,,74,2.2
131,没林,2024-01-12 02:00,3.2,,74,2
131,没林,2024-01-12 03:00,3.2,,75,1.8
131,没林,2024-01-12 04:00,3,,76,1.7
131,没林,2024-01-12 05:00,3.5,,76,2
131,没林,2024-01-12 06:00,3.2,,75,.5
131,没林,2024-01-12 07:00,2.6,,76,.3
131,没林,2024-01-12 08:00,2,,80,.2
131,没林,2024-01-12 09:00,2.4,,77,.5
131,没林,2024-01-12 10:00,3.9,,67,4.7
131,没林,2024-01-12 11:00,4.9,,50,9.7
131,没林,2024-01-12 12:00,6.5,,43,12.1
131,没林,2024-01-12 13:00,7.1,,28,12.3
131,没林,2024-01-12 14:00,7.4,,28,11.3
131,没林,2024-01-12 15:00,7,,28,9.3
131,没林,2024-01-12 16:00,6.7,,28,5.9
131,没林,2024-01-12 17:00,5,,34,3.2
131,没林,2024-01-12 18:00,3.5,,38,1
131,没林,2024-01-12 19:00,2.5,,43,.6
131,没林,2024-01-12 20:00,1.6,,47,.3
131,没林,2024-01-12 21:00,1.2,,48,0
131,没林,2024-01-12 22:00,1.1,,43,-.7
131,没林,2024-01-12 23:00,.5,,47,-1.2
131,没林,2024-01-13 00:00,.2,,51,-1.4
131,没林,2024-01-13 01:00,-.2,,54,-1.8
131,没林,2024-01-13 02:00,.1,,49,-1.9
131,没林,2024-01-13 03:00,-.7,,51,-2.1
131,没林,2024-01-13 04:00,-.5,,47,-2.3
131,没林,2024-01-13 05:00,-.9,,47,-2.5
131,没林,2024-01-13 06:00,-1.1,,48,-2.6
131,没林,2024-01-13 07:00,-2.3,,65,-2.8
131,没林,2024-01-13 08:00,-2.8,,67,-2.8
131,没林,2024-01-13 09:00,-.5,,54,-.9
131,没林,2024-01-13 10:00,1.8,,39,.2
131,没林,2024-01-13 11:00,2.6,,36,4.4
131,没林,2024-01-13 12:00,3.7,,36,8.5
131,没林,2024-01-13 13:00,4.9,,31,10.6
131,没林,2024-01-13 14:00,5.6,,29,10.5
131,没林,2024-01-13 15:00,6.1,,26,8.8
131,没林,2024-01-13 16:00,5.9,,26,5.4
131,没林,2024-01-13 17:00,5.3,,33,2.9
131,没林,2024-01-13 18:00,4.3,,39,1.1
131,没林,2024-01-13 19:00,3.5,,41,.6
131,没林,2024-01-13 20:00,2.9,,45,.2
131,没林,2024-01-13 21:00,1.7,,51,-.2
131,没林,2024-01-13 22:00,.3,,57,-.7
131,没林,2024-01-13 23:00,-.2,,55,-1
131,没林,2024-01-14 00:00,-1,,62,-1.4
131,没林,2024-01-14 01:00,-1.2,,57,-1.7
131,没林,2024-01-14 02:00,-1.3,,59,-1.8
131,没林,2024-01-14 03:00,-2.8,,71,-1.9
131,没林,2024-01-14 04:00,-2.5,,68,-2
131,没林,2024-01-14 05:00,-2.3,,66,-2.1
131,没林,2024-01-14 06:00,-2.3,,65,-2.3
131,没林,2024-01-14 07:00,-3.5,,76,-2.3
131,没林,2024-01-14 08:00,-3.4,,74,-2.3
131,没林,2024-01-14 09:00,-2.3,,72,-.7
131,没林,2024-01-14 10:00,-.5,,62,.1
131,没林,2024-01-14 11:00,2.9,,52,3.6
131,没林,2024-01-14 12:00,4.3,,47,3.4
131,没林,2024-01-14 13:00,7.5,,49,7.4
131,没林,2024-01-14 14:00,7.5,,58,4.5
131,没林,2024-01-14 15:00,7.9,.2,68,4.5
131,没林,2024-01-14 16:00,5.6,,87,4.3
131,没林,2024-01-14 17:00,6,,87,4.1
131,没林,2024-01-14 18:00,5.8,3.2,81,3.7
131,没林,2024-01-14 19:00,4.4,,82,3.4
131,没林,2024-01-14 20:00,3,,81,2.9
131,没林,2024-01-14 21:00,2.5,,77,2.4
131,没林,2024-01-14 22:00,1.7,,72,1.6
131,没林,2024-01-14 23:00,.4,,70,.3
131,没林,2024-01-15 00:00,-.7,,71,.1
131,没林,2024-01-15 01:00,-1,,69,-.2
131,没林,2024-01-15 02:00,-1.7,,67,-.7
131,没林,2024-01-15 03:00,-2.5,,61,-1.9
131,没林,2024-01-15 04:00,-3,,58,-3
131,没林,2024-01-15 05:00,-3.5,,56,-3.5
131,没林,2024-01-15 06:00,-3.8,,52,-4
131,没林,2024-01-15 07:00,-4.3,,53,-4.1
131,没林,2024-01-15 08:00,-4.5,,51,-4.2
131,没林,2024-01-15 09:00,-3.8,,49,-1.5
131,没林,2024-01-15 10:00,-2.9,,47,0
131,没林,2024-01-15 11:00,-1.5,,37,2.4
131,没林,2024-01-15 12:00,-.9,,32,4.6
131,没林,2024-01-15 13:00,.1,,34,8.4
131,没林,2024-01-15 14:00,1.8,,31,8.6
131,没林,2024-01-15 15:00,1.6,,31,7.5
131,没林,2024-01-15 16:00,2,,31,3.5
131,没林,2024-01-15 17:00,.8,,34,.6
131,没林,2024-01-15 18:00,-.5,,43,.2
131,没林,2024-01-15 19:00,-1.1,,42,-.2
131,没林,2024-01-15 20:00,-1.5,,43,-1.4
131,没林,2024-01-15 21:00,-1.7,,45,-2.3
131,没林,2024-01-15 22:00,-2.1,,48,-2.6
131,没林,2024-01-15 23:00,-2.3,,49,-2.8
131,没林,2024-01-16 00:00,-2.6,,51,-3
131,没林,2024-01-16 01:00,-3,,52,-3.5
131,没林,2024-01-16 02:00,-3.5,,52,-3.8
131,没林,2024-01-16 03:00,-4,,59,-3.8
131,没林,2024-01-16 04:00,-4.7,,69,-4
131,没林,2024-01-16 05:00,-5.1,,70,-4.1
131,没林,2024-01-16 06:00,-5,,58,-4.4
131,没林,2024-01-16 07:00,-5.2,,58,-4.5
131,没林,2024-01-16 08:00,-5.1,,62,-4.1
131,没林,2024-01-16 09:00,-4.1,,62,-1.5
131,没林,2024-01-16 10:00,-3.1,,51,0
131,没林,2024-01-16 11:00,-1.8,,52,2
131,没林,2024-01-16 12:00,-.4,,45,2.9
131,没林,2024-01-16 13:00,1.3,,40,4.5
131,没林,2024-01-16 14:00,3.3,,36,6.1
131,没林,2024-01-16 15:00,3.4,,34,5.5
131,没林,2024-01-16 16:00,3.8,,31,4.4
131,没林,2024-01-16 17:00,3.4,,34,1.3
131,没林,2024-01-16 18:00,2.7,,37,.3
131,没林,2024-01-16 19:00,1.9,,41,0
131,没林,2024-01-16 20:00,1.1,,46,-.2
131,没林,2024-01-16 21:00,.2,,50,-.4
131,没林,2024-01-16 22:00,.1,,51,-1.2
131,没林,2024-01-16 23:00,-.5,,58,-1.5
131,没林,2024-01-17 00:00,-1.3,,62,-1.8
131,没林,2024-01-17 01:00,-1.4,,66,-1.1
131,没林,2024-01-17 02:00,-.7,,65,-.7
131,没林,2024-01-17 03:00,-1,,68,-.5
131,没林,2024-01-17 04:00,-.9,,67,-.5
131,没林,2024-01-17 05:00,-1,,70,-.9
131,没林,2024-01-17 06:00,-.5,,65,-1
131,没林,2024-01-17 07:00,-.9,,64,-.9
131,没林,2024-01-17 08:00,-.5,,65,-.7
131,没林,2024-01-17 09:00,.6,,58,-.2
131,没林,2024-01-17 10:00,.8,,65,0
131,没林,2024-01-17 11:00,1.2,,70,.1
131,没林,2024-01-17 12:00,1.5,.3,69,.4
131,没林,2024-01-17 13:00,2.2,,71,.6
131,没林,2024-01-17 14:00,2.5,,73,2.2
131,没林,2024-01-17 15:00,2,.4,81,2.5
131,没林,2024-01-17 16:00,2,,85,2.2
131,没林,2024-01-17 17:00,1.8,,89,2
131,没林,2024-01-17 18:00,1.7,1.4,89,1.8
131,没林,2024-01-17 19:00,1.7,,90,1.8
131,没林,2024-01-17 20:00,2,,91,2
131,没林,2024-01-17 21:00,2.2,3.6,91,2.2
131,没林,2024-01-17 22:00,2.2,,91,2.2
131,没林,2024-01-17 23:00,2.2,,91,2.4
131,没林,2024-01-18 00:00,2.7,2.7,92,2.5
131,没林,2024-01-18 01:00,2.5,,92,2.5
131,没林,2024-01-18 02:00,2.4,,92,2.5
131,没林,2024-01-18 03:00,2.4,7.1,91,2.5
131,没林,2024-01-18 04:00,2.7,,91,2.5
131,没林,2024-01-18 05:00,2.7,,92,2.5
131,没林,2024-01-18 06:00,3,3.4,92,2.7
131,没林,2024-01-18 07:00,3.2,,92,2.7
131,没林,2024-01-18 08:00,3.5,,91,2.9
131,没林,2024-01-18 09:00,3.5,.1,92,3.2
131,没林,2024-01-18 10:00,4.1,,90,3.9
131,没林,2024-01-18 11:00,4.3,,89,4.5
131,没林,2024-01-18 12:00,4.8,,88,5.5
131,没林,2024-01-18 13:00,4.8,,89,5.5
131,没林,2024-01-18 14:00,5,,83,6.1
131,没林,2024-01-18 15:00,5.3,,80,6.5
131,没林,2024-01-18 16:00,5.6,,80,6.5
131,没林,2024-01-18 17:00,5.9,,81,5.6
131,没林,2024-01-18 18:00,5.7,,82,5
131,没林,2024-01-18 19:00,5.8,,83,4.8
131,没林,2024-01-18 20:00,6.1,,82,4.8
131,没林,2024-01-18 21:00,6.6,,79,4.8
131,没林,2024-01-18 22:00,6.6,,77,4.7
131,没林,2024-01-18 23:00,6.5,,76,4.5
131,没林,2024-01-19 00:00,6.9,,72,4.3
131,没林,2024-01-19 01:00,6.7,,70,4.3
131,没林,2024-01-19 02:00,6.5,,70,4.3
131,没林,2024-01-19 03:00,6.5,,68,4.1
131,没林,2024-01-19 04:00,6.1,,68,4.1
131,没林,2024-01-19 05:00,6,,69,4
131,没林,2024-01-19 06:00,5.9,,69,3.9
131,没林,2024-01-19 07:00,6,,68,3.9
131,没林,2024-01-19 08:00,6,,67,3.4
131,没林,2024-01-19 09:00,6.4,,65,4.3
131,没林,2024-01-19 10:00,6.9,,61,7.3
131,没林,2024-01-19 11:00,7.9,,57,9.3
131,没林,2024-01-19 12:00,8.3,,55,10
131,没林,2024-01-19 13:00,8.6,,53,11.1
131,没林,2024-01-19 14:00,8.6,,53,10.3
131,没林,2024-01-19 15:00,8.3,,54,8.6
131,没林,2024-01-19 16:00,7.7,,55,7.1
131,没林,2024-01-19 17:00,7,,56,5.9
131,没林,2024-01-19 18:00,6.5,,58,4.9
131,没林,2024-01-19 19:00,6,,58,4.1
131,没林,2024-01-19 20:00,5.9,,58,4
131,没林,2024-01-19 21:00,5.6,,59,3.7
131,没林,2024-01-19 22:00,5.6,,59,3.7
131,没林,2024-01-19 23:00,5.5,,60,3.2
131,没林,2024-01-20 00:00,5.1,,61,3
131,没林,2024-01-20 01:00,5.4,,61,3.2
131,没林,2024-01-20 02:00,4.7,,64,3.2
131,没林,2024-01-20 03:00,4.8,,63,3.2
131,没林,2024-01-20 04:00,4.6,,63,3.2
131,没林,2024-01-20 05:00,4.6,,63,3
131,没林,2024-01-20 06:00,4.7,,63,3
131,没林,2024-01-20 07:00,4.8,,61,3
131,没林,2024-01-20 08:00,5,,61,3
131,没林,2024-01-20 09:00,5.8,,58,3.7
131,没林,2024-01-20 10:00,7,,60,4.6
131,没林,2024-01-20 11:00,6.2,,68,5
131,没林,2024-01-20 12:00,4.9,.3,76,5
131,没林,2024-01-20 13:00,4.5,,83,5
131,没林,2024-01-20 14:00,4.1,,84,5
131,没林,2024-01-20 15:00,3.9,2,86,4.8
131,没林,2024-01-20 16:00,3.7,,87,4.4
131,没林,2024-01-20 17:00,3.5,,87,3.9
131,没林,2024-01-20 18:00,3.2,2.8,88,3.5
131,没林,2024-01-20 19:00,3,,88,3.5
131,没林,2024-01-20 20:00,2.7,,87,3.2
131,没林,2024-01-20 21:00,2.7,2.2,88,3.2
131,没林,2024-01-20 22:00,2.6,,88,2.9
131,没林,2024-01-20 23:00,2.7,,85,2.7
131,没林,2024-01-21 00:00,2.7,.2,84,2.5
131,没林,2024-01-21 01:00,1.7,,85,1.7
131,没林,2024-01-21 02:00,1.8,,84,2
131,没林,2024-01-21 03:00,1.7,,83,2.2
131,没林,2024-01-21 04:00,1.7,,83,2
131,没林,2024-01-21 05:00,1.7,,80,2
131,没林,2024-01-21 06:00,1.7,,78,2
131,没林,2024-01-21 07:00,1.7,,77,1.8
131,没林,2024-01-21 08:00,1.7,,75,2
131,没林,2024-01-21 09:00,2.2,,73,2.7
131,没林,2024-01-21 10:00,2.6,,71,4.4
131,没林,2024-01-21 11:00,4.1,,69,8.3
131,没林,2024-01-21 12:00,4.8,,66,8.5
131,没林,2024-01-21 13:00,5.9,,63,10.1
131,没林,2024-01-21 14:00,6.5,,60,8.6
131,没林,2024-01-21 15:00,6.7,0,62,7.6
131,没林,2024-01-21 16:00,5.9,,65,6.5
131,没林,2024-01-21 17:00,5,,67,5.3
131,没林,2024-01-21 18:00,3.5,0,82,4.5
131,没林,2024-01-21 19:00,2.5,,82,4
131,没林,2024-01-21 20:00,2.5,,80,3.5
131,没林,2024-01-21 21:00,2.5,.1,76,3.4
131,没林,2024-01-21 22:00,1.6,,78,2.9
131,没林,2024-01-21 23:00,1.1,,75,2.5
131,没林,2024-01-22 00:00,.3,,69,2
131,没林,2024-01-22 01:00,0,,66,1.5
131,没林,2024-01-22 02:00,-.5,,63,1
131,没林,2024-01-22 03:00,-.9,,63,.6
131,没林,2024-01-22 04:00,-2.3,,72,.3
131,没林,2024-01-22 05:00,-2.8,,68,.1
131,没林,2024-01-22 06:00,-4.5,.1,78,.2
131,没林,2024-01-22 07:00,-5.1,,68,.2
131,没林,2024-01-22 08:00,-5.5,,62,0
131,没林,2024-01-22 09:00,-6,0,74,.1
131,没林,2024-01-22 10:00,-5.3,,58,.3
131,没林,2024-01-22 11:00,-5.8,,68,1.8
131,没林,2024-01-22 12:00,-5.4,0,51,3.7
131,没林,2024-01-22 13:00,-4.4,,51,6.5
131,没林,2024-01-22 14:00,-4.6,,50,6.7
131,没林,2024-01-22 15:00,-5.5,0,60,3.5
131,没林,2024-01-22 16:00,-4.8,,47,2.9
131,没林,2024-01-22 17:00,-6,,70,1.1
